Bill,Bill Long Title,Last Action Date,Year,Sponsor,Sponsor District,Co-Sponsor,Co-Sponsor District,Last Action,Last Activity Comments,General assembly,Session,Bill String,LR Number
HB 70,Changes the compensation and mileage allowance for certain members of a county highway commission ,6/30/11,2011,"Phillips, Don",62,"Rowland, Lyle",155,Delivered to Secretary of State (G),,96,First regular,HCS HB 70,0379L.02T
HB 73,Requires certain applicants for and recipients of Temporary Assistance for Needy Families Program benefits to be tested for illegal drug use and the benefit card to include a photo of the recipient or payee,7/12/11,2011,"Brandom, Ellen",160,"Leach, Melissa",137,Delivered to Secretary of State (G),,96,First regular,SS SCS HCS HB 73 & 47,0434S.05T
HB 83,Specifies that an agreement to operate or share an automated teller machine cannot prohibit the owner or operator of the machine from imposing an access fee or surcharge on foreign bank transactions,6/16/11,2011,"Nolte, Jerry",33,"Zerr, Anne",65,Delivered to Secretary of State (G),,96,First regular,HCS HB 83,0444L.02T
HB 89,Changes the laws regarding natural resources  ,7/11/11,2011,"Pollock, Darrell",146,"Denison, Charlie",135,Delivered to Secretary of State (G),,96,First regular,SS#2 SCS HCS HB 89,0385S.12T
HB 101,Changes the laws regarding liquor control  ,7/8/11,2011,"Loehner, Tom",112,,,Delivered to Secretary of State (G),,96,First regular,CCS SCS HB 101,0059S.03T
HB 109,Repeals the provisions allowing the State Treasurer to invest in any linked deposit for specified purposes only for certain time periods ,6/22/11,2011,"Wells, Don",147,"Pollock, Darrell",146,Delivered to Secretary of State (G),,96,First regular,HB 109,0409L.01T
HB 111,Changes the laws regarding judicial procedures  ,7/8/11,2011,"Cox, Stanley",118,,,Delivered to Secretary of State (G),,96,First regular,SS#2 SCS HCS HB 111,0593S.13T
HB 136,Allows the spouse of certain active military members to be eligible for unemployment benefits and to receive a temporary courtesy license to practice his or her occupation or profession in this state,7/14/11,2011,"Day, David",148,,,Delivered to Secretary of State (G),,96,First regular,HCS HB 136,0797L.04T
HB 137,Repeals the authority of certain state university boards to convey or transfer property without authorization from the General Assembly and authorizes the Governor to convey certain state properties,7/14/11,2011,"Thomson, Mike",4,"Lair, Mike",7,Delivered to Secretary of State (G),,96,First regular,SS SCS HB 137,0570S.04T
HB 142,Changes the laws regarding political subdivisions  ,7/8/11,2011,"Gatschenberger, Chuck",13,,,Delivered to Secretary of State (G),,96,First regular,CCS SCS HB 142,0720L.04T
HB 149,Removes the expiration and termination dates for the provisions which allow an individual or corporation to designate part of a tax refund to the Missouri Military Family Relief Fund,7/14/11,2011,"Day, David",148,"Smith, Jason",120,Delivered to Secretary of State (G),,96,First regular,SCS HB 149,0523S.02T
HB 151,Authorizes an individual or corporation to designate all or a portion of his or her income tax refund to the Organ Donor Program or to send a separate check with the payment of his or her taxes,7/11/11,2011,"Kelly, Chris",24,"Molendorp, Chris",56,Delivered to Secretary of State (G),,96,First regular,HB 151,0579L.01T
HB 161,Changes the laws regarding certain transient guest taxes  ,7/7/11,2011,"Cox, Stanley",118,,,Delivered to Secretary of State (G),,96,First regular,SS SCS HCS HB 161,0781S.05T
HB 163,Changes the laws regarding unemployment compensation and makes Missouri eligible to receive extended federal unemployment benefit funds,4/13/11,2011,"Fisher, Barney",125,"Still, Mary",25,Delivered to Secretary of State (G),,96,First regular,SS SCS HCS HB 163,0747S.06T
HB 174,"Changes the composition of the Coordinating Board for Higher Education, the University of Missouri Board of Curators, and the Missouri State University Board of Governors",5/2/11,2011,"Thomson, Mike",4,"Wallingford, Wayne",147,Delivered to Secretary of State (G),,96,First regular,HCS HB 174,0823L.02T
HB 182,"Designates the first Friday in March as ""Dress in Blue for Colon Cancer Awareness Day"" ",5/5/11,2011,"Walton Gray, Rochelle",81,"Meadows, Tim",101,Delivered to Secretary of State (G),,96,First regular,HB 182,0363L.01T
HB 183,Changes the laws regarding the Police Retirement System of Kansas City and the Civilian Employees' Retirement System of the Police Department of Kansas City,7/8/11,2011,"Silvey, Ryan",38,,,Delivered to Secretary of State (G),,96,First regular,HB 183,0651L.01T
HB 184,Authorizes commissioners of certain road districts to be compensated for their services and specifies that risk coverages procured by certain political subdivisions will not require competitive bids,7/8/11,2011,"Dugger, Tony",144,,,Delivered to Secretary of State (G),,96,First regular,SS SCS HB 184,0801S.03T
HB 186,Changes the laws regarding county officers  ,7/7/11,2011,"Entlicher, Sue",133,"Dugger, Tony",141,Delivered to Secretary of State (G),,96,First regular,SCS HB 186,0818S.02T
HB 190,Authorizes divisions within the Department of Natural Resources to receive funds to be placed in a revolving fund for the purpose of cash transactions involving the sale of items made by the divisions,6/22/11,2011,"Ruzicka, Don",132,,,Delivered to Secretary of State (G),,96,First regular,HB 190,0774L.01T
HB 193,Changes the composition of Congressional districts based on the 2010 census ,5/4/11,2011,"Diehl, John",87,"Cox, Stanley",52,Delivered to Secretary of State (G),,96,First regular,CCS SS HCS HB 193,0609L.18T
HB 197,Requires the Department of Health and Senior Services to post on its web site resources relating to umbilical cord blood ,7/8/11,2011,"Jones, Tishaura",63,"Newman, Stacey",87,Delivered to Secretary of State (G),,96,First regular,HCS HB 197,0698L.02T
HB 199,Specifies that a prior or persistent offender of an intoxication-related offense must perform a specified minimum number of hours of community service as an alternative to imprisonment,6/16/11,2011,"Kelley, Mike",126,"Redmon, Craig",4,Delivered to Secretary of State (G),,96,First regular,HB 199,0533L.01T
HB 204,Allows a resident who is on active military duty to renew his or her expired driver's license without a complete examination if the renewal is made within a specified time from discharge or residency,6/16/11,2011,"Hoskins, Denny",121,"Largent, Scott",120,Delivered to Secretary of State (G),,96,First regular,HB 204,0139L.01T
HB 209,"Changes the laws regarding county nuisance abatement ordinances, junkyards, and private nuisance actions ",5/2/11,2011,"Guernsey, Casey",3,"Klippenstein, Glen",5,Vetoed by Governor (G),,96,First regular,SS SCS HB 209,0671S.03T
HB 213,Specifies that no abortion of a viable unborn child can be performed or induced except in certain specified situations,7/14/11,2011,"Jones, Timothy",89,"Day, David",122,"Gov Took no Action, Sent to Sec of State/Article 3 Sec 31(H)",,96,First regular,SS HCS HB 213,0647S.05T
HB 214,Changes the laws regarding human trafficking  ,7/12/11,2011,"Zerr, Anne",18,"Allen, Sue",100,Delivered to Secretary of State (G),,96,First regular,SCS HCS HB 214,0824S.05T
HB 217,Allows an election authority to use an electronic voter identification system or electronic signature pad to verify voter identification information at a polling place,7/8/11,2011,"Dugger, Tony",144,"Entlicher, Sue",128,Delivered to Secretary of State (G),,96,First regular,HB 217,0907L.01T
HB 220,Specifies that the ordering of a report or an inspection alone will not constitute selecting or engaging a person regarding a real estate licensee's immunity from liability for certain expert statements,7/7/11,2011,"Smith, Jason",150,"Schneider, Vicki",17,Delivered to Secretary of State (G),,96,First regular,HCS HB 220,0853L.03T
HB 223,Establishes the Nursing Education Incentive Program and authorizes a nonrenewable advanced placement grant to certain recipients of financial aid under the A+ Schools or Access Missouri programs,6/16/11,2011,"Wallingford, Wayne",158,"Schupp, Jill",224,Delivered to Secretary of State (G),,96,First regular,HCS HB 223 & 231,0998L.03T
HB 229,Changes the laws regarding the Public School Retirement System of Kansas City ,6/16/11,2011,"Curls, Shalonn",41,"Leara, Mike",96,Delivered to Secretary of State (G),,96,First regular,HB 229,0587L.01T
HB 250,Changes the laws regarding water well regulations  ,6/22/11,2011,"Cox, Stanley",118,"Lant, Bill",159,Delivered to Secretary of State (G),,96,First regular,HCS HB 250,0601S.03T
HB 256,"Extends the expiration date of the provisions regarding the Basic Civil Legal Services Fund from December 31, 2012, to December 31, 2018 ",7/8/11,2011,,,"Colona, Mike",80,Delivered to Secretary of State (G),,96,First regular,SCS HB 256,0592S.02T
HB 260,Repeals and re-enacts provisions regarding the Uniform Interstate Family Support Act to be consistent with the changes adopted by the National Conference of Commissioners on Uniform State Laws,6/30/11,2011,"Cox, Stanley",118,"Colona, Mike",80,Delivered to Secretary of State (G),,96,First regular,HB 260,0594L.01T
HB 265,Changes the laws regarding professional registration  ,7/13/11,2011,"Smith, Jason",150,"Wells, Don",147,Delivered to Secretary of State (G),,96,First regular,SS SCS HCS HB 265,0520S.07T
HB 270,Changes the laws regarding health insurance benefits for state employees ,7/7/11,2011,"Burlison, Eric",136,"Swinger, Terry",162,Delivered to Secretary of State (G),,96,First regular,SCS HB 270,0911S.02T
HB 282,Changes the laws regarding public employee retirement  ,7/8/11,2011,"Franz, Ward",151,,,Delivered to Secretary of State (G),,96,First regular,SS SCS HB 282,1055S.03T
HB 294,"Changes the laws regarding firearms, ammunition, and concealed carry endorsements ",7/8/11,2011,"Riddle, Jeanie",20,"Franz, Ward",151,Delivered to Secretary of State (G),,96,First regular,"SS#2 SCS HCS HB 294, 123, 125, 113, 271 & 215",1118S.07T
HB 300,Establishes the Interscholastic Youth Sports Brain Injury Prevention Act which requires the Department of Health and Senior Services to develop guidelines on the risk of concussion and brain injury,7/13/11,2011,"Gatschenberger, Chuck",13,,,Delivered to Secretary of State (G),,96,First regular,"SCS HCS HB 300, 334 & 387",1025S.07T
HB 307,"Allows the Department of Revenue to issue specified special license plates for any vehicle except an apportioned motor vehicle or a commercial motor vehicle in excess of 18,000 pounds gross weight",7/8/11,2011,"Gatschenberger, Chuck",13,"Molendorp, Chris",56,Delivered to Secretary of State (G),,96,First regular,SCS HB 307 & HB 812,0627S.02T
HB 315,Changes the provisions of the Revised Statutes of Missouri that have been enacted in more than one bill so that there is only one version of a statute,7/5/11,2011,"McNary, Cole",86,"Kander, Jason",44,Delivered to Secretary of State (G),,96,First regular,HCS HB 315,0923L.02T
HB 338,Specifies that a telecommunications company may elect to be exempt from certain rules if giving written notice to the Missouri Public Service Commission,7/8/11,2011,"Pollock, Darrell",146,"Tilley, Steven",106,Delivered to Secretary of State (G),,96,First regular,SS HCS HB 338,1158S.04T
HB 339,Changes the laws regarding telecommunications as they relate to the carrier of last resort obligations ,6/22/11,2011,"Pollock, Darrell",146,"Tilley, Steven",106,Delivered to Secretary of State (G),,96,First regular,SS HB 339,1159S.02T
HB 340,Allows counties of any classification to erect and maintain a jail or holding cell facility at a site other than the county seat and changes the laws regarding the circuit court in Cape Girardeau County,7/1/11,2011,"Klippenstein, Glen",5,"Guernsey, Casey",2,Delivered to Secretary of State (G),,96,First regular,HB 340,1075L.01T
HB 344,Establishes the Farm-to-Table Advisory Board and changes the laws regarding the Commodity Merchandising Council Program ,7/7/11,2011,"Guernsey, Casey",3,,,Delivered to Secretary of State (G),,96,First regular,SCS HCS HB 344,1064S.04T
HB 354,Exempts a qualified plug-in electric drive vehicle from the state's motor vehicle emissions inspection program ,5/5/11,2011,"Faith, Sally",15,"Zerr, Anne",65,Delivered to Secretary of State (G),,96,First regular,HCS HB 354,1205L.02T
HB 358,Changes the laws regarding the Police Retirement System of St. Louis ,5/2/11,2011,"Leara, Mike",95,"Colona, Mike",80,Delivered to Secretary of State (G),,96,First regular,HB 358,0380L.02T
HB 388,"Removes the provisions requiring the Department of Health and Senior Services to provide information to physicians to give to breast implantation patients regarding advantages, disadvantages, and risks",6/30/11,2011,"Burlison, Eric",136,,,Delivered to Secretary of State (G),,96,First regular,SCS HB 388,1236S.02T
HB 407,"Prohibits a person from preparing or issuing a certificate of insurance form unless it has been filed with the Department of Insurance, Financial Institutions and Professional Registration",6/30/11,2011,"Wieland, Paul",102,"Nance, Bob",36,Delivered to Secretary of State (G),,96,First regular,HCS HB 407,1093L.04T
HB 412,Changes the laws regarding pharmacies  ,6/10/11,2011,"Smith, Jason",150,,,Delivered to Secretary of State (G),,96,First regular,SCS HCS HB 412,1225S.03T
HB 423,Authorizes Missouri to adopt the provisions of the Health Care Compact to improve health care policy by returning the authority to regulate health care to the state legislatures,7/14/11,2011,"Burlison, Eric",136,"Jones, Timothy",110,"Gov Took no Action, Sent to Sec of State/Article 3 Sec 31(H)",,96,First regular,HB 423,1030L.01T
HB 430,Changes the laws regarding transportation  ,7/8/11,2011,"Burlison, Eric",136,"Nolte, Jerry",33,Delivered to Secretary of State (G),,96,First regular,CCS SS SCS HCS HB 430,1235L.20T
HB 431,"Changes the laws regarding foster care and adoption and establishes the Missouri State Foster Care and Adoption Board and a task force on foster care recruitment, licensing, and retention",7/12/11,2011,"Franz, Ward",151,"Schoeller, Shane",139,Delivered to Secretary of State (G),,96,First regular,SS SCS HCS HB 431,0542S.08T
HB 458,Changes the laws regarding agriculture  ,7/11/11,2011,"Loehner, Tom",112,"Guernsey, Casey",2,Delivered to Secretary of State (G),,96,First regular,CCS SS HB 458,1391L.03T
HB 464,"Eliminates, combines, and revises certain provisions regarding state boards, commissions, committees, and councils ",7/8/11,2011,"McNary, Cole",86,"Funderburk, Doug",103,Delivered to Secretary of State (G),,96,First regular,SCS HCS HB 464,1405S.06T
HB 465,"Changes the laws regarding the Division of Credit Unions within the Department of Insurance, Financial Institutions and Professional Registration",7/5/11,2011,"Wells, Don",147,"Day, David",122,Delivered to Secretary of State (G),,96,First regular,HCS HB 465,1361L.04T
HB 470,Changes the laws regarding the nonresident entertainer and professional athletic team member income tax ,7/1/11,2011,"Funderburk, Doug",12,"Nance, Bob",36,Delivered to Secretary of State (G),,96,First regular,SS SCS HCS HB 470 & 429,0869S.07T
HB 484,Establishes the Missouri State Transit Assistance Program to provide state financial assistance to defray the operating and capital costs incurred by public mass transportation service providers,7/8/11,2011,"Faith, Sally",15,,,Delivered to Secretary of State (G),,96,First regular,HB 484,0932L.01T
HB 499,Adds certain licensed professional counselors to the list of persons who can report anyone diagnosed or assessed with a condition that may prevent the safe operation of a motor vehicle,6/17/11,2011,"Wells, Don",147,"Brandom, Ellen",160,Delivered to Secretary of State (G),,96,First regular,HB 499,0900L.01T
HB 506,Changes the laws regarding property tax levies  ,7/5/11,2011,"Fuhr, Gary",97,"Haefner, Marsha",95,Delivered to Secretary of State (G),,96,First regular,SCS HCS HB 506,1489S.03T
HB 550,"Changes the laws regarding liens and encumbrances on motor vehicles, trailers, watercraft, and manufactured homes ",7/1/11,2011,"Day, David",148,,,Delivered to Secretary of State (G),,96,First regular,HB 550,1574L.01T
HB 552,Requires the State Board of Pharmacy to establish rules governing the standard of care for pharmacies dispensing blood clotting therapies,7/7/11,2011,"Molendorp, Chris",123,,,Delivered to Secretary of State (G),,96,First regular,SCS HCS HB 552,1601S.06T
HB 555,Changes the laws regarding health care  ,7/12/11,2011,"Grisamore, Jeff",47,,,Delivered to Secretary of State (G),,96,First regular,SS SCS HCS HB 555,0920S.10T
HB 557,Allows the Mental Health Earnings Fund to be used for the deposit of revenue received from the proceeds of any sales and services from Mental Health First Aid USA,5/5/11,2011,"Grisamore, Jeff",47,,,Delivered to Secretary of State (G),,96,First regular,HCS HB 557,1196L.03T
HB 578,"Allows the state or any political subdivision or agency of the state to transfer ownership of used tires, scrap tires, or tire shred to a private entity for disposal or recycling under certain conditions",7/8/11,2011,"Thomson, Mike",4,,,Delivered to Secretary of State (G),,96,First regular,SCS HCS HB 578,1422S.03T
HB 591,Authorizes the Missouri Dental Board to issue a limited teaching license to a dentist employed as an instructor in an accredited dental school located in this state,7/8/11,2011,"Lichtenegger, Donna",157,"Wallingford, Wayne",147,Delivered to Secretary of State (G),,96,First regular,SCS HB 591,1328S.02T
HB 604,"Establishes a task force on foster care recruitment, licensing, and retention and the Missouri State Foster Care and Adoption Board and changes the laws regarding parental rights and foster care placements",7/12/11,2011,"Long, Thomas",134,"Kelley, Mike",127,Delivered to Secretary of State (G),,96,First regular,SS SCS HCS HB 604,1580S.04T
HB 631,Authorizes a person or corporation to designate a tax refund to the Developmental Disabilities Waiting List Equity Trust Fund and the American Red Cross Fund,7/12/11,2011,"Grisamore, Jeff",47,,,Delivered to Secretary of State (G),,96,First regular,SCS HCS HB 631,1685S.03T
HB 641,Changes the laws regarding controlled substances  ,7/14/11,2011,"Franz, Ward",151,"Burlison, Eric",220,Delivered to Secretary of State (G),,96,First regular,SCS HCS HB 641,1490S.07T
HB 648,Changes the laws regarding individuals with disabilities  ,7/12/11,2011,"Montecillo, Genise",66,"McNary, Cole",86,Delivered to Secretary of State (G),,96,First regular,SS#2 HB 648,1382S.06T
HB 661,Changes the laws regarding debt adjusters  ,7/8/11,2011,"Wells, Don",147,"Meadows, Tim",101,Delivered to Secretary of State (G),,96,First regular,SCS HB 661,1661S.02T
HB 664,Changes the laws regarding fire fighter benefits for an infectious disease incurred in the line of duty and the Firemen's Retirement System of St. Louis,7/7/11,2011,"Leara, Mike",95,"Colona, Mike",80,Delivered to Secretary of State (G),,96,First regular,SS SCS HCS HB 664,1583S.04T
HB 667,Establishes two prostate cancer pilot programs to fund screening and treatment services and to provide education to men residing in the state,6/17/11,2011,"Carter, Chris",61,"Curls, Shalonn",209,Delivered to Secretary of State (G),,96,First regular,HB 667,1765L.01T
HB 675,"Requires every elected or appointed coroner, deputy coroner, and assistant to the coroner to complete the annually required educational training within six months of his or her election or appointment",7/5/11,2011,"Largent, Scott",120,"Hoskins, Denny",221,Delivered to Secretary of State (G),,96,First regular,HB 675,1470L.01T
HB 737,Allows political subdivisions to revise certain tax rates and changes the laws regarding renewable energy in enhanced enterprise zones and the taxation of hydroelectric power generating equipment,7/7/11,2011,"Redmon, Craig",1,"Shumake, Lindell",5,Delivered to Secretary of State (G),,96,First regular,SCS HB 737,1797S.03T
HB 749,"Designates April as ""Child Abuse Prevention Month"" and designates the ""blue ribbon"" as the official state symbol for child abuse prevention",5/5/11,2011,"Lasater, Brent",53,"Schieber, Ronald",14,Delivered to Secretary of State (G),,96,First regular,HB 749,1737L.02T
HB 795,"Designates the second Friday in March as ""Missouri School Read-In Day"" ",5/5/11,2011,"Kelley, Mike",126,"Tilley, Steven",106,Delivered to Secretary of State (G),,96,First regular,HB 795,1913L.01T
HB 798,Renames the Heroes Way Interstate Interchange Designation Program as the Heroes Way Interchange Designation Program and designates several memorial highways and bridges,7/14/11,2011,"Brown, Cloria",85,,,Delivered to Secretary of State (G),,96,First regular,"SCS HB 798, HB 141, HB 153, HCS HB 363, HB 415 & HB 813",1963S.03T
HB 1008,"Allows the Highways and Transportation Commission to enter into infrastructure improvement agreements to reimburse funds advanced for the benefit of a county, political subdivision, or private entity",7/8/11,2011,,,"Rowland, Lyle",155,Delivered to Secretary of State (G),,96,First regular,SCS HB 1008,2121S.04T
HCR 37,Recognition of every third week in June as Diabetic Peripheral Neuropathy Week ,6/17/11,2011,"Franklin, Diane",155,"Frederick, Keith",121,Delivered to Secretary of State (G),,96,First regular,HCR 37,1577L.01T
HJR 2,Proposes a constitutional amendment guaranteeing a citizen's right to pray and worship on public property and reaffirming a citizen's right to choose any or no religion,5/26/11,2011,"McGhee, Mike",122,"Wallingford, Wayne",147,Delivered to Secretary of State (G),,96,First regular,HJR 2,0293L.01T
SB 3,Establishes photo identification requirements for voting  ,6/17/11,2011,"Stouffer, Bill",221,,,Delivered to Secretary of State (G),,96,First regular,HCS#2 SB 3,0283L.07T
SB 19,Phases-out the corporate franchise tax over a five year period  ,4/26/11,2011,"Schmitt, Eric",215,,,Delivered to Secretary of State (G),,96,First regular,SCS SB 19,0336S.02T
SB 36,Allows employees of certain employers to take a leave of absence for civil air patrol emergency service duty or counter narcotics missions,7/1/11,2011,"Lembke, Jim",201,,,Delivered to Secretary of State (G),,96,First regular,SB 36,0164S.01T
SB 38,"Establishes a prostate cancer pilot program to provide screening, referral services, treatment and outreach ",6/17/11,2011,"Wright-Jones, Robin",205,,,Delivered to Secretary of State (G),,96,First regular,SB 38,0086S.01T
SB 48,Prohibits public utilities from requiring a deposit from certain delinquent customers ,7/1/11,2011,"Wright-Jones, Robin",205,,,Delivered to Secretary of State (G),,96,First regular,CCS HCS SB 48,0251L.04T
SB 54,Creates the Amy Hestir Student Protection Act,7/14/11,2011,"Cunningham, Jane",207,,,Delivered to Secretary of State (G),,96,First regular,SCS SB 54,0248S.02T
SB 55,Classifies sawmills and planning mills as agricultural and horticultural property for tax purposes ,7/13/11,2011,"Brown, Dan",216,,,Delivered to Secretary of State (G),,96,First regular,SS SB 55,0329S.02T
SB 57,Requires courts to transfer certain cases upon the request of the public administrator,7/11/11,2011,"Callahan, Victor",211,,,Approved by Governor (G),,96,First regular,HCS SCS SB 57,0115L.05T
SB 59,Modifies the Uniform Trust Code  ,7/11/11,2011,"Keaveny, Joseph",204,,,Approved by Governor (G),,96,First regular,CCS HCS SB 59,0491S.04T
SB 62,Allows providers to include any retrieval fee for outsourced records storage service in the fee for release of medical records ,6/10/11,2011,"Schaaf, Rob",234,,,Delivered to Secretary of State (G),,96,First regular,HCS SS#2 SCS SB 62,0521L.07T
SB 65,Modifies provisions relating to abortion with respect to viability,7/14/11,2011,"Mayer, Robert",225,,,"Gov Took no Action, Sent to Sec of State/Article 3 Sec 31(H)",,96,First regular,SS SCS SB 65,0511S.05T
SB 68,Authorizes the issuance of subpoenas for the production of records by the General Assembly ,6/17/11,2011,"Mayer, Robert",225,,,Delivered to Secretary of State (G),,96,First regular,SCS SB 68,0565S.03T
SB 70,Modifies provisions relating to the Missouri Family Trust  ,7/5/11,2011,"Schaefer, Kurt",219,,,Delivered to Secretary of State (G),,96,First regular,CCS SS SCS SB 70,0089S.07T
SB 77,Expands the types of directional signs which may be erected and maintained within highway right-of-ways ,7/11/11,2011,"Stouffer, Bill",221,,,Approved by Governor (G),,96,First regular,HCS SB 77,0675L.02T
SB 81,Modifies provisions relating to fine arts education  ,6/10/11,2011,"Pearce, David",221,,,Delivered to Secretary of State (G),,96,First regular,CCS SCS SB 81,0657S.05T
SB 83,Allows for the sale of deficiency waiver addendums and other similar products with respect to certain loan transactions,6/30/11,2011,"Pearce, David",221,,,Approved by Governor (G),,96,First regular,SB 83,0372S.01T
SB 96,Conveys certain state property in St. Francois County and the City of Cape Girardeau,7/11/11,2011,"Engler, Kevin",116,,,Approved by Governor (G),,96,First regular,HCS#2 SB 96,0487L.06T
SB 97,Conveys certain property owned by the state  ,7/11/11,2011,"Engler, Kevin",116,,,Approved by Governor (G),,96,First regular,HCS#2 SB 97,0810L.06T
SB 101,Creates requirements for contractors who perform home exterior and roof work ,6/30/11,2011,"Parson, Mike",228,,,Approved by Governor (G),,96,First regular,SB 101,0733S.01T
SB 108,Removes the expiration date for provisions of law concerning the installation of fire sprinklers in certain dwellings ,4/29/11,2011,"Schmitt, Eric",215,,,Approved by Governor (G),,96,First regular,SCS SB 108,0204S.05T
SB 113,Modifies the Puppy Mill Cruelty Prevention Act,4/27/11,2011,"Parson, Mike",228,,,Delivered to Secretary of State (G),,96,First regular,SS SCS SBs 113 & 95,0178S.11T
SB 117,Allows the imposition of a hospital district sales tax in lieu of a property tax to fund certain hospital districts ,6/9/11,2011,"Engler, Kevin",116,,,Delivered to Secretary of State (G),,96,First regular,CCS HCS#2 SCS SB 117,0835S.08T
SB 118,Modifies provisions relating to loans available for sprinkler system requirements in long-term care facilities,7/6/11,2011,"Stouffer, Bill",221,,,Delivered to Secretary of State (G),,96,First regular,HCS SS SB 118,0839L.03T
SB 132,Modifies the law regarding motor vehicle extended service contracts,7/7/11,2011,"Rupp, Scott",202,,,Delivered to Secretary of State (G),,96,First regular,HCS SS SCS SB 132,0896L.07T
SB 135,"Modifies provisions pertaining to the storage and dispensing of motor fuel and extends the expiration date to August 28, 2017 for environmental laws relating to dry-cleaning facilities.",6/22/11,2011,"Schaefer, Kurt",219,,,Delivered to Secretary of State (G),,96,First regular,CCS HCS SS SB 135,0583S.06T
SB 161,Allows the Missouri Agricultural and Small Business Development Authority to provide loan guarantees for loans to agribusinesses,4/27/11,2011,"Munzlinger, Brian",218,,,Delivered to Secretary of State (G),,96,First regular,HCS SB 161,0993L.02T
SB 163,Modifies the composition of the Board of Curators of the University of Missouri and the governing board of Missouri State University ,7/7/11,2011,"Pearce, David",221,,,Delivered to Secretary of State (G),,96,First regular,HCS SCS SB 163,1045L.03T
SB 165,Extends the sunset on the Basic Civil Legal Services Fund,7/11/11,2011,"Goodman, Jack",229,,,Approved by Governor (G),,96,First regular,SB 165,0440S.01T
SB 173,Requires the Joint Committee on Missouri's Promise to develop long-term strategies and plans relating to developing a modern infrastructure and transportation system,7/7/11,2011,"Dixon, Bob",230,,,Delivered to Secretary of State (G),,96,First regular,CCS HCS SB 173,1048S.04T
SB 180,"Designates certain state recognized days, weeks, and months  ",7/5/11,2011,"Kraus, Will",208,,,Delivered to Secretary of State (G),,96,First regular,SB 180,0670L.01T
SB 187,Modifies the laws regarding nuisances and junkyards,5/11/11,2011,"Lager, Brad",212,,,Delivered to Secretary of State (G),,96,First regular,HCS SB 187,0974L.05T
SB 188,Modifies the law relating to the Missouri Human Rights Act and employment discrimination ,4/29/11,2011,"Lager, Brad",212,,,Delivered to Secretary of State (G),,96,First regular,SCS SB 188,0790S.03T
SB 213,Modifies what information is required in a petition for guardianship for a minor or an incapacitated person and adopts the Uniform Adult Guardianship and Protective Proceedings Jurisdiction Act,7/11/11,2011,"Schaefer, Kurt",219,,,Delivered to Secretary of State (G),,96,First regular,HCS SCS SB 213,0439L.06T
SB 220,Modifies liens for certain design professionals,7/8/11,2011,"Wasson, Jay",220,,,Delivered to Secretary of State (G),,96,First regular,HCS SB 220,1039L.02T
SB 226,Modifies provisions relating to ambulance districts  ,7/5/11,2011,"Engler, Kevin",116,,,Delivered to Secretary of State (G),,96,First regular,CCS HCS SS SB 226,1363S.05T
SB 237,Requires that the September 1996 Supreme Court standards for representation by guardians ad litem be updated,7/11/11,2011,"Schaefer, Kurt",219,,,Approved by Governor (G),,96,First regular,SB 237,1413S.01T
SB 238,Creates a presumption that certain infectious diseases are duty-related for the purposes of firefighters' disability and death benefits,7/7/11,2011,"Schmitt, Eric",215,,,Delivered to Secretary of State (G),,96,First regular,SS SB 238,1042S.04T
SB 250,Requires sexual assault offenders to complete certain programs prior to being eligible for parole or conditional release ,7/14/11,2011,"Kehoe, Mike",206,,,Delivered to Secretary of State (G),,96,First regular,CCS#2 HCS SB 250,1451S.05T
SB 282,Moves the presidential primary from February to March  ,7/8/11,2011,"Engler, Kevin",116,,,Delivered to Secretary of State (G),,96,First regular,CCS HCS SB 282,1542S.04T
SB 284,Modifies the disciplinary authority of the Board of Pharmacy and defines the term legend drug for the purpose of certain pharmacy statutes,7/11/11,2011,"Wasson, Jay",220,,,Delivered to Secretary of State (G),,96,First regular,CCS HCS SB 284,1412S.05T
SB 306,Modifies laws relating to the administration of credit unions,7/5/11,2011,"Wasson, Jay",220,,,Delivered to Secretary of State (G),,96,First regular,SS SB 306,1302S.02T
SB 320,Modifies provisions relating to domestic violence  ,7/12/11,2011,"Lamping, John",224,,,Delivered to Secretary of State (G),,96,First regular,SS#2 SCS SB 320,1450S.06T
SB 325,"Requires boards, commissions, committees, councils, or offices to notify a licensee's employer of a change in the licensee's license status",7/7/11,2011,"Wasson, Jay",220,,,Delivered to Secretary of State (G),,96,First regular,HCS SB 325,1709L.04T
SB 351,Modifies provisions relating to adoption records,7/5/11,2011,"Lamping, John",224,,,Delivered to Secretary of State (G),,96,First regular,HCS SS SCS SB 351,1626L.05T
SB 356,Modifies provisions pertaining to grain dealers and grain warehouses  ,7/11/11,2011,"Munzlinger, Brian",218,,,Delivered to Secretary of State (G),,96,First regular,CCS#2 HCS SCS SB 356,1787S.08T
SB 366,Creates Missouri cooperative associations,7/11/11,2011,"Goodman, Jack",229,,,Delivered to Secretary of State (G),,96,First regular,HCS SCS SB 366,1676L.03T
SCR 1,Disapproves a final order of rule making by the Public Service Commission regarding Electric Utility Renewable Energy requirements ,2/17/11,2011,"Ridgeway, Luann",217,,,Received from Governor's office (G),"ACTIONS OF THE PUBLIC SERVICE COMMISSION RENDERS  SCR 1 MOOT.  SEE SENATE JOURNAL, 23RD DAY,        PAGE 286",96,First regular,SCR 1,0679S.01T
